Path,object description,defect description
zipper/fabric_interior/006.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower left part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/fabric_interior/007.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper right part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/fabric_interior/008.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower left part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/fabric_interior/009.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower right part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/fabric_interior/010.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper right part has a defect of internal cracking, irregularly shaped, in black-grey color. The lower left part also has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/fabric_interior/011.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower left part has a defect of internal cracking, irregularly shaped, in black-grey color. The upper right part also has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/fabric_interior/012.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower left part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/fabric_interior/013.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower left part has a defect of internal cracking, irregularly shaped, in black-grey color. The upper right part also has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/fabric_interior/014.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower left part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/fabric_interior/015.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower right part has a defect of internal cracking, irregularly shaped, in black-grey color. The upper left part also has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/rough/000.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower half of the chain has a defect of tooth damage, irregularly shaped, in black-grey color."
zipper/rough/001.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower half of the chain has a defect of tooth damage, irregularly shaped, in black-grey color. The upper half of the chain has a defect of tooth damage, irregularly shaped, in black-grey color."
zipper/rough/002.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The middle part of the chain has a defect of tooth damage, irregularly shaped, in black-grey color. The lower half of the chain has a defect of tooth damage, irregularly shaped, in black-grey color."
zipper/rough/003.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower half of the chain has a defect of tooth damage, irregularly shaped, in black-grey color. The upper half of the chain has a defect of tooth damage, irregularly shaped, in black-grey color."
zipper/rough/004.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper half of the chain has a defect of tooth damage, irregularly shaped, in black-grey color. The lower half of the chain has a defect of tooth damage, irregularly shaped, in black-grey color."
